rank,title,release,summary,metascore,userscore,link,img_url
194,Veep: Season 3,"April 6, 2014","Vice President Selina Meyer (Julia Louis-Dreyfus) continues to pursue a larger influence as she travels to Detroit, London, and Silicon Valley.",86,8.2,https://www.metacritic.com/tv/veep/season-3,https://static.metacritic.com/images/products/tv/6/05c762ceb9cc66ff4a7a89fefc60db48-98.jpg
195,Orange is the New Black: Season 4,"June 17, 2016",The prison dramedy returns for its fourth season with a commitment for another three seasons.,86,8.4,https://www.metacritic.com/tv/orange-is-the-new-black/season-4,https://static.metacritic.com/images/products/tv/5/4e0406c3d03963d17899df6f6f489865-98.jpg
196,Somebody Somewhere: Season 1,"January 16, 2022",Kansas native Sam (Bridget Everett) feels out of place in her hometown but singing helps her discover a community with a group of outsiders in this comedy inspired by Everett's own life.,86,6.9,https://www.metacritic.com/tv/somebody-somewhere/season-1,https://static.metacritic.com/images/products/tv/9/fedf58d7311f7300a3bab11e2749f71b-98.jpg
197,The Great: Season 2,"November 19, 2021",The second season sees Catherine taking charge of Russia and fighting against not only the men around her but also her own mother (Gillian Anderson).,86,6.5,https://www.metacritic.com/tv/the-great/season-2,https://static.metacritic.com/images/products/tv/9/f52ac236ac6c4fd45e642ab817f49c93-98.jpg
198,Feel Good (2020): Season 2,"June 4, 2021",Mae and George deal with issues in the past and the present as their relationship continues in the second season of the dramedy co-created by Mae Martin and Joe Hampson.,86,5.9,https://www.metacritic.com/tv/feel-good-2020/season-2,https://static.metacritic.com/images/products/tv/3/1d64730d58ebac76e2e7dae69f3ae716-98.jpg
199,Southland: Season 5,"February 13, 2013",C. Thomas Howell as Officer “Dewey” Dudek returns to season five as a regular cast member.,86,8.3,https://www.metacritic.com/tv/southland/season-5,https://static.metacritic.com/images/products/tv/5/cb1c7a9524303ec31d2ef50053e29468-98.jpg
200,Howards End: Season 1,"November 12, 2017",Kenneth Lonergan's adaptation of the classic E.M. Forster novel about Margaret Schlegel (Hayley Atwell) and her younger sister Helen (Philippa Coulthard) as they seek love and purpose in turn of the century England.,86,6.0,https://www.metacritic.com/tv/howards-end/season-1,https://static.metacritic.com/images/products/tv/3/6bf78c244b27315183cbd2fbf16a2710-98.jpg
201,The Handmaid's Tale: Season 2,"April 25, 2018",The second season expands to explores life on the colonies as Offred seeks freedom for her unborn child in the second season of the drama series based on Margaret Atwood’s best-selling novel.,86,7.5,https://www.metacritic.com/tv/the-handmaids-tale/season-2,https://static.metacritic.com/images/products/tv/1/250601dd7f2decfc33c022bf413501bc-98.jpg
202,The Pacific: Season 1,"March 14, 2010",Three marines are the protagonists in Tom Hanks and Steven Spielberg's miniseries about the war in the Pacific that begins after the attack on Pearl Harbor.,86,7.7,https://www.metacritic.com/tv/the-pacific/season-1,https://static.metacritic.com/images/products/tv/0/6f53ed9ec1f2beb1f64f9afb4cae9220-98.jpg
203,Silicon Valley: Season 2,"April 12, 2015",The Mike Judge comedy returns for its second season.,86,8.7,https://www.metacritic.com/tv/silicon-valley/season-2,https://static.metacritic.com/images/products/tv/6/e71ee98ad2fb3dc328ffb10e8ab6cfae-98.jpg
204,Killing Eve: Season 2,"April 7, 2019","The second season picks up seconds after the season one finale, with Eve (Sandra Oh) unsure if Villanelle (Jodie Comer) is going to be alive, but goes on to search for her.",86,8.1,https://www.metacritic.com/tv/killing-eve/season-2,https://static.metacritic.com/images/products/tv/1/eabf97b2511120a794c1f63e33cc90cf-98.jpg
205,Deadwood: The Movie,"May 31, 2019","Picking up 10 years after the end of season 3, the celebration for South Dakota's statehood brings some Deadwood residents together including Al Swearengen (Ian McShane), Seth Bullock (Timothy Olyphant), Alma Ellsworth (Molly Parker), Trixie (Paula Malcomson), Sol Star (John Hawkes), and ""Calamity"" Jane Canary (Robin Weigert).",86,8.2,https://www.metacritic.com/tv/deadwood-the-movie/season-1,https://static.metacritic.com/images/products/tv/7/257ae6d785ec8355106032f3d96e8a8a-98.jpg
206,When They See Us: Season 1,"May 31, 2019","Ava DuVernay's four-part limited series based on the Central Park Five case where five Harlem teenagers--Antron McCray (Caleel Harris/Jovan Adepo), Kevin Richardson (Asante Blackk/Justin Cunningham), Yusef Salaam (Ethan Herisse/Chris Chalk), Raymond Santana (Marquis Rodriguez/Freddy Miyares) and Korey Wise (Jharrel Jerome) were accused of raping a white woman in 1989 and were only finally exonerated in 2014.",86,7.4,https://www.metacritic.com/tv/when-they-see-us/season-1,https://static.metacritic.com/images/products/tv/7/eb5bfd97f037ca77f74a6c52d9f31a07-98.jpg
207,Peaky Blinders: Season 6,"February 27, 2022","The sixth and final season begins in 1933 with Tommy Shelby seeking new opportunities.

[Premiered originally in the UK on BBC One on 27 Feb 2022; set to air in the US on Netflix on 10 Jun 2022]",86,7.9,https://www.metacritic.com/tv/peaky-blinders/season-6,https://static.metacritic.com/images/products/tv/9/210b72793cde965cfb498702d292e3ec-98.jpg
208,Elizabeth Is Missing,"January 3, 2021","80-something Maud (Glenda Jackson) has Alzheimer's and is convinced her best friend Elizabeth (Maggie Steed) has vanished in this adaptation of Emma Healey's novel of the same name by Andrea Gibb.

[Premiered originally in the UK on BBC One on 8 Dec 2019, airs in the US as a part of PBS' Masterpiece in 2021]",86,6.3,https://www.metacritic.com/tv/elizabeth-is-missing/season-1,https://static.metacritic.com/images/products/tv/9/cee08149ca7dc1888a581947b313df1b-98.jpg
209,The Deuce: Season 2,"September 9, 2018",The second season of the drama about the porn industry from George Pelecanos and David Simon jumps forward to 1977 with Candy (Maggie Gyllenhaal) now working as a director as well as on camera.,86,7.4,https://www.metacritic.com/tv/the-deuce/season-2,https://static.metacritic.com/images/products/tv/5/42a3c406fc00fe2059cee205411b7222-98.jpg
210,Wolf Hall: Season 1,"January 21, 2015",The adaptation of Hilary Mantel's novels about the rise of Thomas Cromwell (Mark Rylance) during the reign King Henry VIII (Damian Lewis) is co-produced for BBC Two and Masterpiece.,86,7.5,https://www.metacritic.com/tv/wolf-hall/season-1,https://static.metacritic.com/images/products/tv/9/28d7047a295a0f8f6dfd38844ec443c6-98.jpg
211,The Trip to Bountiful,"March 8, 2014","Carrie Watts (Cicely Tyson) is a widow frustrated with living in Houston with her son Ludie (Blair Underwood) and his wife, Jessie Mae (Vanessa Williams). Forbidden to drive or travel by herself, she plans an escape to make the final journey to her hometown of Bountiful in this adaption of 2013 Broadway revival of Horton Foote's play.",86,7.4,https://www.metacritic.com/tv/the-trip-to-bountiful/season-1,https://static.metacritic.com/images/products/tv/4/80e2bc715e774d2f515d0963582a3456-98.jpg
212,Prohibition,"October 2, 2011",Ken Burns' latest documentary series focuses on the origins of the 18th Amendment and the eventual end of Prohibition.,86,8.4,https://www.metacritic.com/tv/prohibition/season-1,https://static.metacritic.com/images/products/tv/5/4a04d4092fcb9e01d5a45686270bb7f5-98.jpg
213,I May Destroy You: Season 1,"June 7, 2020","Arabella (Michaela Coel), an up-and-coming writer was living her best life in London, but after she is assaulted at a nightclub, she begins to reconsider parts of her life.",86,6.5,https://www.metacritic.com/tv/i-may-destroy-you/season-1,https://static.metacritic.com/images/products/tv/3/f882d525ba95424cd6b1d88c8b723d53-98.jpg
214,Modern Family: Season 1,"September 23, 2009",The comedy explores the idea of what is the modern idea of a family.,86,8.7,https://www.metacritic.com/tv/modern-family/season-1,https://static.metacritic.com/images/products/tv/9/734b3cdd69aef457844f124a5f1abdd0-98.jpg
215,This Way Up: Season 2,"July 9, 2021","Aine makes a decision on Richard (Tobias Menzies), while her sister Shona has her own relationship issues with Vish (Aasif Mandvi) and her business partner, Charlotte (Indira Varma).",86,7.0,https://www.metacritic.com/tv/this-way-up/season-2,https://static.metacritic.com/images/products/tv/2/407b8eb721ab0a4f938f002558827b8e-98.jpg
216,The Crown: Season 4,"November 15, 2020",The fourth season features the arrival of new Prime Minister Margaret Thatcher (Gillian Anderson) and Lady Diana Spencer (Emma Corrin) starting her journey to becoming Princess Diana.,86,8.1,https://www.metacritic.com/tv/the-crown/season-4,https://static.metacritic.com/images/products/tv/9/322f4c4de030960d0ac1103fee69396d-98.jpg
217,Pushing Daisies: Season 1,"October 5, 2007",Ned brings life and death with a touch in this fresh-as-a-daisy fantasy show.,86,8.3,https://www.metacritic.com/tv/pushing-daisies/season-1,https://static.metacritic.com/images/products/tv/0/0278f504cf31e88ffb265181cdd3dae0-98.jpg
218,Sing Your Song,"October 17, 2011","The documentary about Harry Belafonte showcases not only his singing and acting career, but also his activism, including his involvement in the civil rights movement and social justice.",86,tbd,https://www.metacritic.com/tv/sing-your-song/season-1,https://static.metacritic.com/images/products/tv/2/08baded7b54eb5ffa9efbc7bde32e861-98.jpg
219,Lost: Season 1,"September 22, 2004","After Oceanic Air Flight 815 tears apart in mid-air and crashes on a Pacific island on September 22nd 2004, its survivors are forced to find inner strength they never knew they had in order to survive. But they discover that the island holds many secrets, including a mysterious smoke monster, polar bears, housing with electricity and hot & cold running water, a group of island residents known as ""The Others,"" and a mysterious man named Jacob. The survivors also find signs of those who came to the island before them, including a 19th century sailing ship called The Black Rock and the ruins of an ancient statue, as well as bunkers belonging to the DHARMA Initiative -- a group of scientific researchers who inhabited the island in the recent past. Lost has won a Golden Globe, 9 Saturn Awards and 8 Emmy awards.",86,9.2,https://www.metacritic.com/tv/lost/season-1,https://static.metacritic.com/images/products/tv/1/240bc0245bb9ce505dc8223be656a65b-98.jpg
220,Crazy Ex-Girlfriend: Season 2,"October 21, 2016",Rebecca's confession to Josh will have ramifications on the second season of the musical comedy.,86,8.2,https://www.metacritic.com/tv/crazy-ex-girlfriend/season-2,https://static.metacritic.com/images/products/tv/2/2d0eae3364a495e2d1df603bb5d5c198-98.jpg
221,Rescue Me: Season 1,"July 21, 2004","From the creators and executive producers of The Job comes Rescue Me, a dramedy that centers on the inner workings of Engine 62, a New York City firehouse, and the personal and emotional battles of its members in a post-9/11 world.

The show focuses on Tommy Gavin, the senior firefighter whose life is in turmoil as he copes with the stresses and fears of his job as well the separation from his wife Janet. Tommy moves into a house across the street from her to stay close to their three children and keep an eye on her. The stresses and fears of his job are manifested through conversations with his dead cousin Jimmy Keefe, a former firefighter, as well as the haunting memories of people he has watched perish on the job.

The remaining heroes of Ladder 62 include Chief Jerry Reilly who, despite being called ""The Good Chief,"" has a serious gambling problem and bets on everything, even Tommy's divorce. Sean Garrity is a young, handsome guy who is easier to look at than hold a conversation with. Franco Rivera, a cocky, Puerto Rican ladies man, is Tommy's confidant who lives life in the fast lane. Lt. Kenny ""Lou"" Shea is a man's man who secretly writes poetry and uses it as a way to release his emotional frustrations. Mike Silletti, ""the probie,"" is subject to numerous initiation pranks as he starts his career as a firefighter.

Theme Song:
""C'Mon C'Mon"" by The Von Bondies

Awards & Nominations:
2005 Golden Globe Award Nominee - Best Actor in a Drama Series: Denis Leary

2005 TCA Award Nominee-Outstanding Achievement in Drama & Outstanding New Program of the Year

2005 Satellite Award Nominee- Outstanding Actor in a Series, Drama
Denis Leary, Outstanding DVD Release of a Television Show, Outstanding Television Series, Drama

2005 Satellite Award- Best Ensemble: Television

2005 Visionary Award- Jim Serpico

2006 Satellite Award Nominee- Best Actor in a Series, Drama Denis Leary & Best Television Series, Drama

2006 Prism Award Nominee- Performance in a Drama Series Storyline Denis Leary

2006 Emmy Award Nominee- Outstanding Lead Actor in a Drama Series Denis Leary

2007 Satellite Award Nominee- Best Actor in a Series, Drama Denis Leary

2007 Prism Award Nominee- Performance in a Drama Series, Multi-Episode Storyline Denis Leary

2007 Golden Reel Award Nomiee- Best Sound Editing in Sound Effects and Foley for Television - Short Form
Eileen Horta (supervising sound editor) Mark Cleary (sound designer) James Bailey (foley artist) Damien Smith (foley artist) Kevin McCullough (sound editor) Ashley Harvey (sound editor) For episode ""Devil"".

2007 Gracie Allen Award- Outstanding Supporting Actress in a Drama Series Marisa Tomei

2007 Emmy Nominee-Outstanding Lead Actor in a Drama Series Denis Leary

2007 Artios Award-Best Dramatic Episodic Casting Julie Tucker

2008 Prism Award Nominee- Performance in a Drama Series Multi-Episode Storyline Tatum O'Neal

2008 Emmy Nominee- Outstanding Guest Actor in a Drama Series Charles Durning",86,8.7,https://www.metacritic.com/tv/rescue-me/season-1,https://static.metacritic.com/images/products/tv/2/a17506aff46a08e90974513da9ee0a44-98.jpg
222,Masters of Sex: Season 1,"September 29, 2013",Michael Sheen and Lizzy Caplan star as pioneering human sexuality researchers William Masters and Virginia Johnson in a 1950s-set drama based on a book by Thomas Maier.,86,7.9,https://www.metacritic.com/tv/masters-of-sex/season-1,https://static.metacritic.com/images/products/tv/8/57234961324ede7898e524a5e4fdf4c3-98.jpg
223,Men of a Certain Age: Season 2,"December 6, 2010","Joe (Ray Romano) works at overcoming his gambling addiction. Meanwhile, Owen (Andre Braugher) has hired Terry (Scott Bakula) at his father's auto dealership.",86,7.9,https://www.metacritic.com/tv/men-of-a-certain-age/season-2,https://static.metacritic.com/images/products/tv/0/8cf11c4bf658759e6276c1600cd03318-98.jpg
224,Undone: Season 1,"September 13, 2019",The rotoscope animation from Kate Purdy and Raphael Bob-Waksberg follows 28-year-old Alma (Rosa Salazar) as she seeks answers to her father's death after an accident nearly kills her and discovers an ability to travel through time.,86,8.4,https://www.metacritic.com/tv/undone/season-1,https://static.metacritic.com/images/products/tv/3/20e3a01ed5acf7235fd1c2ec998af35d-98.jpg
225,Legion: Season 2,"April 3, 2018",The second season of the drama based on the X-Men comics character sees David meeting Farouk (Said Taghmaoui) face-to-face.,85,7.6,https://www.metacritic.com/tv/legion/season-2,https://static.metacritic.com/images/products/tv/9/e2656299fd4a33a0350b0ec6dc8f6229-98.jpg
226,"The Black Church: This Is Our Story, This Is Our Song","February 16, 2021","The four-hour, two-part miniseries hosted by Henry Louis Gates, Jr. explores the history of black churches that began when slaves were brought from Africa to the Americas.",85,6.4,https://www.metacritic.com/tv/the-black-church-this-is-our-story-this-is-our-song/season-1,https://static.metacritic.com/images/products/tv/3/0d48f3c76ec9852609bd5cd505599f7a-98.jpg
227,The Adam Carolla Project: Season 2,"September 30, 2007","Based on Jeff Lindsay's novels Darkly Dreaming Dexter and Dearly Devoted Dexter this crime thriller follows Dexter Morgan. Dexter is a forensic blood spatter expert for the Miami Dade Police Department. He is the main support for his sister. He has a steady girlfriend, with two kids who adore him. He also has an active ""night life"". Based on a code instilled in him by his foster father, Harry, he hunts down people who have escaped justice and makes sure they don't get away with a crime again.",85,9.0,https://www.metacritic.com/tv/the-adam-carolla-project/season-2,https://static.metacritic.com/images/products/tv/9/6cf5190ee5bc124f5581f3f98396b8c9-98.jpg
228,Fargo: Season 1,"April 15, 2014","The series based on the Coen brothers’ Oscar-winning film begins with the arrival of Lorne Malvo (Billy Bob Thornton) to Minnesota town. Lorne's actions brings major changes to the lives of insurance salesman Lester Nygaard (Martin Freeman); Officer Molly Solverson (Alison Tolman), the daughter of former chief (Keith Carradine); and single father Duluth Deputy Gus Grimly (Colin Hanks). Other people in town include grocery chain owner Stavros Milos (Oliver Platt), widow Gina Hess (Kate Walsh), and Deputy Bill Oswalt (Bob Odenkirk).",85,9.0,https://www.metacritic.com/tv/fargo/season-1,https://static.metacritic.com/images/products/tv/2/de9c84d0e28953bc1019f1f974d6c896-98.jpg
229,The Beatles: Get Back: Season 1,"November 25, 2021",Peter Jackson's three-part Beatles documentary features hours of edited and restored film from 1969 by Michael Lindsay-Hogg as the Fab Four created the songs that would appear on Abbey Road and Let It Be.,85,7.9,https://www.metacritic.com/tv/the-beatles-get-back/season-1,https://static.metacritic.com/images/products/tv/6/5be17f517c07af8d989cb1ac60583a39-98.jpg
230,Sherlock: Season 1,"July 25, 2010","Part of PBS's Masterpiece Mystery, the three Sherlock Holmes stories set in modern-day London were created and written by Stephen Moffatt and Mark Gatiss. Benedict Cumberbatch and Martin Freeman play the detective and Dr. John Watson.",85,9.1,https://www.metacritic.com/tv/sherlock/season-1,https://static.metacritic.com/images/products/tv/4/525c42f7a1b036d6716878d6b59f28e9-98.jpg
231,You're the Worst: Season 3,"August 31, 2016",The third season picks up from the end of the second season finale.,85,8.1,https://www.metacritic.com/tv/youre-the-worst/season-3,https://static.metacritic.com/images/products/tv/3/b66dff96180de2a42800cc75606f675e-98.jpg
232,The Deuce: Season 1,"September 10, 2017","The drama created by George Pelecanos and David Simon see the rise of the porn industry in New York City during the 1970s-80s through the eyes of twin nightclub owners Vincent and Frankie Martino (both played by James Franco), college student Abigail “Abby” Parker (Margarita Levieva), Times Square prostitute Eileen Merrell (Maggie Gyllenhaal), a pimp named Larry Brown (Gbenga Akinna), Vincent and Frankie Martino’s brother-in-law Chris Bauer (Bobby Dwyer) and a bartender named Paul Hendrickson (Chris Coy).",85,7.9,https://www.metacritic.com/tv/the-deuce/season-1,https://static.metacritic.com/images/products/tv/5/42a3c406fc00fe2059cee205411b7222-98.jpg
233,Hemingway,"April 5, 2021","The three-part Ken Burns and Lynn Novick documentary narrated by Peter Coyote explores the life and work of the author with interviews with other writers, academics and biographers.",85,8.0,https://www.metacritic.com/tv/hemingway/season-1,https://static.metacritic.com/images/products/tv/4/0965fb0b1906eaf3086005c8c44473a7-98.jpg
234,Undeclared: Season 1,"September 25, 2001","Judd Apatow's TV follow-up to Freaks and Geeks was just as short-lived (only one season aired) and has turned out be nearly as much of a lasting cult favorite. The sitcom follows the adventures of a group of college freshmen, notably Steven (Jay Baruchel), whose recently divorced father (Loudon Wainwright III) decides to hang out with him and his new college friends. Charlie Hunnam (later of Sons of Anarchy) and Seth Rogen also star; the latter was also a writer on the show.",85,8.1,https://www.metacritic.com/tv/undeclared/season-1,https://static.metacritic.com/images/products/tv/8/7969176415afd15b1c3f9455a93ef61a-98.jpg
235,Ted Lasso: Season 2,"July 23, 2021",AFC Richmond are still struggling to win and a sports psychologist (Sarah Niles) is hired in the second season of the sports comedy from Jason Sudeikis and Bill Lawrence.,85,6.8,https://www.metacritic.com/tv/ted-lasso/season-2,https://static.metacritic.com/images/products/tv/8/ed23037d5f8193d64dd704a59ec149ae-98.jpg
236,The Knick: Season 2,"October 16, 2015",The staff are preparing for The current Knickerbocker Hospital to be closed and moving to new building uptown in the second season set in 1901.,85,8.9,https://www.metacritic.com/tv/the-knick/season-2,https://static.metacritic.com/images/products/tv/7/cc37ed54a95d904a782da9de60fb2732-98.jpg
237,Show Me a Hero: Season 1,"August 16, 2015","Based on Lisa Belkin's nonfiction book of the same name, in the 1980s, a federal court order forces Yonkers mayor Nick Wasicsko (Oscar Isaac) to make a decision to build low-income housing in white neighborhoods that could ruin his political career and further divide the city.",85,7.3,https://www.metacritic.com/tv/show-me-a-hero/season-1,https://static.metacritic.com/images/products/tv/2/d9f7a76169ffc9062707bd314a9646a0-98.jpg
238,Battlestar Galactica (2003): Season 4,"April 4, 2008",The final season picks up from last season's revelations of Cyclons amongst the crew and the return of the presumed deceased Starbuck.,85,8.8,https://www.metacritic.com/tv/battlestar-galactica-2003/season-4,https://static.metacritic.com/images/products/tv/4/6635860cfcfee0c31d9288c4a0d94b26-98.jpg
239,Better Call Saul: Season 2,"February 15, 2016",Season two finds Jimmy McGill a.k.a. Saul Goodman (Bob Odenkirk) with the choice of staying within the law or trying more unethical ways to make more money as his relationship with Kim (Rhea Seehorn) changes.,85,8.8,https://www.metacritic.com/tv/better-call-saul/season-2,https://static.metacritic.com/images/products/tv/0/865dc0fde0e5b1dd81026c609b6320f2-98.jpg
240,Deadwood: Season 3,"June 11, 2006",This final season of HBO's profanity-laden western will be followed by two movies that will wrap up the various storylines.,85,9.2,https://www.metacritic.com/tv/deadwood/season-3,https://static.metacritic.com/images/products/tv/8/a3fffca34845350b35eb76ec76f2c1c2-98.jpg
241,"McCartney 3,2,1: Season 1","July 16, 2021","The six-part documentary series features Paul McCartney talking with producer Rick Rubin about music as well as his career with the Beatles, Wings and as a solo artist.",85,6.3,https://www.metacritic.com/tv/mccartney-321/season-1,https://static.metacritic.com/images/products/tv/8/c45717167469f28a4e7d6ac76ca711c9-98.jpg
242,Between the World and Me,"November 21, 2020","The HBO special based on the 2018 adaptation and Apollo Theater staging of Ta-Nehisi Coates' book about white supremacy in America features readings from Coates' book, animation, documentary footage and archival footage.",85,5.2,https://www.metacritic.com/tv/between-the-world-and-me/season-1,https://static.metacritic.com/images/products/tv/0/02ae372a970b3c7de95aa07725117628-98.jpg
243,The Shield: Season 7,"September 2, 2008",The end is near for Vic Mackey as he fights for his badge and his life in the final season.,85,9.4,https://www.metacritic.com/tv/the-shield/season-7,https://static.metacritic.com/images/products/tv/8/37f6892ddad0596b3ce43802bc6a0b1e-98.jpg
244,Nashville (2012): Season 1,"October 10, 2012",Veteran country singer Rayna James (Connie Britton) goes on tour as newcomer Juliette Barnes (Hayden Panettiere) seeks to be the new star.,85,7.4,https://www.metacritic.com/tv/nashville-2012/season-1,https://static.metacritic.com/images/products/tv/9/6a6ca3a71089488b455e59230e08c547-98.jpg
245,P-Valley: Season 1,"July 12, 2020","The half-hour drama from Katori Hall explores the lives of those who work and visit the Mississippi Delta strip club, The Pynk.",85,6.3,https://www.metacritic.com/tv/p-valley/season-1,https://static.metacritic.com/images/products/tv/1/b9144783d8ccae1e50d903e3365842f3-98.jpg
246,Big Love: Season 5,"January 16, 2011","The final season of the HBO drama, finds Bill and his family under attack from both sides after revealing their lifestyle.",85,6.2,https://www.metacritic.com/tv/big-love/season-5,https://static.metacritic.com/images/products/tv/5/b74dbd19459792da6f9380d8d519bae5-98.jpg
247,Lady Dynamite: Season 1,"May 20, 2016","The comedy series inspired by comedian Maria Bamford's life will feature guest stars such as Ana Gasteyer, Tig Notaro, Patton Oswalt, Adam Pally, Brandon Routh, Sarah Silverman, and Mira Sorvino.",85,6.6,https://www.metacritic.com/tv/lady-dynamite/season-1,https://static.metacritic.com/images/products/tv/4/377fca151f33b884c7fb90ee15d774df-98.jpg
248,Unorthodox: Season 1,"March 26, 2020","The four-part drama inspired by Deborah Feldman's memoir, Esther ""Esty"" Shapiro (Shira Haas) flees her Hasidic Brooklyn home for life in Berlin, while her husband Yanky (Amit Rahav) and his cousin Moische (Jeff Wilbusch) seek to bring her back.",85,7.9,https://www.metacritic.com/tv/unorthodox/season-1,https://static.metacritic.com/images/products/tv/8/16ef4e6508d3f1b0b88417fffc333504-98.jpg
249,Rescue Me: Season 4,"June 13, 2007","From the creators and executive producers of The Job comes Rescue Me, a dramedy that centers on the inner workings of Engine 62, a New York City firehouse, and the personal and emotional battles of its members in a post-9/11 world.

The show focuses on Tommy Gavin, the senior firefighter whose life is in turmoil as he copes with the stresses and fears of his job as well the separation from his wife Janet. Tommy moves into a house across the street from her to stay close to their three children and keep an eye on her. The stresses and fears of his job are manifested through conversations with his dead cousin Jimmy Keefe, a former firefighter, as well as the haunting memories of people he has watched perish on the job.

The remaining heroes of Ladder 62 include Chief Jerry Reilly who, despite being called ""The Good Chief,"" has a serious gambling problem and bets on everything, even Tommy's divorce. Sean Garrity is a young, handsome guy who is easier to look at than hold a conversation with. Franco Rivera, a cocky, Puerto Rican ladies man, is Tommy's confidant who lives life in the fast lane. Lt. Kenny ""Lou"" Shea is a man's man who secretly writes poetry and uses it as a way to release his emotional frustrations. Mike Silletti, ""the probie,"" is subject to numerous initiation pranks as he starts his career as a firefighter.

Theme Song:
""C'Mon C'Mon"" by The Von Bondies

Awards & Nominations:
2005 Golden Globe Award Nominee - Best Actor in a Drama Series: Denis Leary

2005 TCA Award Nominee-Outstanding Achievement in Drama & Outstanding New Program of the Year

2005 Satellite Award Nominee- Outstanding Actor in a Series, Drama
Denis Leary, Outstanding DVD Release of a Television Show, Outstanding Television Series, Drama

2005 Satellite Award- Best Ensemble: Television

2005 Visionary Award- Jim Serpico

2006 Satellite Award Nominee- Best Actor in a Series, Drama Denis Leary & Best Television Series, Drama

2006 Prism Award Nominee- Performance in a Drama Series Storyline Denis Leary

2006 Emmy Award Nominee- Outstanding Lead Actor in a Drama Series Denis Leary

2007 Satellite Award Nominee- Best Actor in a Series, Drama Denis Leary

2007 Prism Award Nominee- Performance in a Drama Series, Multi-Episode Storyline Denis Leary

2007 Golden Reel Award Nomiee- Best Sound Editing in Sound Effects and Foley for Television - Short Form
Eileen Horta (supervising sound editor) Mark Cleary (sound designer) James Bailey (foley artist) Damien Smith (foley artist) Kevin McCullough (sound editor) Ashley Harvey (sound editor) For episode ""Devil"".

2007 Gracie Allen Award- Outstanding Supporting Actress in a Drama Series Marisa Tomei

2007 Emmy Nominee-Outstanding Lead Actor in a Drama Series Denis Leary

2007 Artios Award-Best Dramatic Episodic Casting Julie Tucker

2008 Prism Award Nominee- Performance in a Drama Series Multi-Episode Storyline Tatum O'Neal

2008 Emmy Nominee- Outstanding Guest Actor in a Drama Series Charles Durning",85,7.5,https://www.metacritic.com/tv/rescue-me/season-4,https://static.metacritic.com/images/products/tv/2/a17506aff46a08e90974513da9ee0a44-98.jpg
250,Outlander (2014): Season 2,"April 9, 2016","In France, Claire and Jamie Fraser set out to change history by stopping the Jacobite rebellion to save the Highlanders.",85,8.0,https://www.metacritic.com/tv/outlander-2014/season-2,https://static.metacritic.com/images/products/tv/2/f7e4b8e272ed8c1fe0cc2ac32092c644-98.jpg
251,Rick & Morty: Season 1,"December 2, 2013","The animated comedy from Dan Harmon and Justin Roiland follows the adventures of mad scientist Rick Sanchez (Justin Roiland), who returns after 20 years to live with his daughter (Sarah Chalke), her husband (Chris Parnell), and her children Morty (also voiced by Roiland) and Summer (Spencer Grammer).",85,9.3,https://www.metacritic.com/tv/rick-morty/season-1,https://static.metacritic.com/images/products/tv/7/f57a762761965d42a4071d799f457f51-98.jpg
252,Silicon Valley: Season 4,"April 23, 2017",Pied Piper becomes PiperChat in the fourth season of the Mike Judge comedy.,85,8.2,https://www.metacritic.com/tv/silicon-valley/season-4,https://static.metacritic.com/images/products/tv/6/e71ee98ad2fb3dc328ffb10e8ab6cfae-98.jpg
253,The Missing: Season 1,"November 15, 2014","Tony (James Nesbitt) spends years searching for his five-year-old son (Oliver Hunt), who disappeared during a vacation in France, which results in a strained relationship with his wife (Frances O'Connor).",85,8.0,https://www.metacritic.com/tv/the-missing/season-1,https://static.metacritic.com/images/products/tv/3/eb6768c8b3109cee5b99e8075b8140d7-98.jpg
254,GLOW: Season 2,"June 29, 2018",The ladies of GLOW welcomes Yolanda aka Yo-Yo (Shakira Barrera) while Sam's teenage daughter comes to live with him.,85,8.1,https://www.metacritic.com/tv/glow/season-2,https://static.metacritic.com/images/products/tv/2/de77c7a8946fe5f7aa55bb1b8f960735-98.jpg
255,Bright Lights: Starring Carrie Fisher and Debbie Reynolds,"January 7, 2017","Filmed in 2015, Debbie Reynolds and her daughter Carrie Fisher talked about their relationship in the documentary co-directed by Alexis Bloom and Fisher Stevens that includes interviews, archival clips, photos, and home movies.",85,6.3,https://www.metacritic.com/tv/bright-lights-starring-carrie-fisher-and-debbie-reynolds/season-1,https://static.metacritic.com/images/products/tv/6/2469bf563453939eaab4ae9b6d26507e-98.jpg
256,Downton Abbey: Season 2,"September 18, 2011","Season two begins in 1916, with heir Matthew Crawley fighting in the Battle of the Somme while the staff at Downton tries to keep things as they were before the war, even as the estate serves as a military rehab center.",85,7.8,https://www.metacritic.com/tv/downton-abbey/season-2,https://static.metacritic.com/images/products/tv/0/5e27064147a286b8ea2e31856e072237-98.jpg
